Entity,Code,Day,sea_level_rise_average,sea_level_rise_cw2011,sea_level_rise_uhslcfd
World,OWID_WRL,1/15/1993,-18.13835,-19.58072917,-16.69596631
World,OWID_WRL,10/15/1992,-16.6333,-17.8140625,-15.4525379
World,OWID_WRL,7/15/1992,-16.47831,-20.24739583,-12.70923305
World,OWID_WRL,4/15/1992,-13.23923,-17.4140625,-9.064392998
World,OWID_WRL,1/15/1992,-11.17667,-16.38072917,-5.97261987
World,OWID_WRL,10/15/1991,-12.68882,-18.94739583,-6.43025132
World,OWID_WRL,7/15/1991,-15.89548,-22.8140625,-8.976906274
World,OWID_WRL,4/15/1991,-17.5856,-21.8140625,-13.35714507
World,OWID_WRL,1/15/1991,-18.15554,-20.34739583,-15.96368124
World,OWID_WRL,10/15/1990,-16.3655,-19.48072917,-13.2502719
World,OWID_WRL,7/15/1990,-18.38446,-22.84739583,-13.92152244
World,OWID_WRL,4/15/1990,-24.06558,-28.3140625,-19.81709396
World,OWID_WRL,1/15/1990,-23.40021,-25.24739583,-21.5530319
World,OWID_WRL,10/15/1989,-21.8144,-22.24739583,-21.38139724
World,OWID_WRL,7/15/1989,-23.32165,-25.14739583,-21.49591391
World,OWID_WRL,4/15/1989,-24.26904,-24.6140625,-23.92402054
World,OWID_WRL,1/15/1989,-29.96407,-31.84739583,-28.08075032
World,OWID_WRL,10/15/1988,-26.68788,-26.5140625,-26.86170176
World,OWID_WRL,7/15/1988,-26.95959,-28.84739583,-25.0717923
World,OWID_WRL,4/15/1988,-27.38584,-31.64739583,-23.12427568
World,OWID_WRL,1/15/1988,-27.97777,-31.4140625,-24.54146997
World,OWID_WRL,10/15/1987,-34.31563,-37.6140625,-31.01720324
World,OWID_WRL,7/15/1987,-31.39855,-33.24739583,-29.54970982
World,OWID_WRL,4/15/1987,-28.90509,-34.28072917,-23.52944719
World,OWID_WRL,1/15/1987,-29.50557,-33.84739583,-25.16374092
World,OWID_WRL,10/15/1986,-33.46858,-36.8140625,-30.1230909
World,OWID_WRL,7/15/1986,-33.0361,-35.18072917,-30.89147752
World,OWID_WRL,4/15/1986,-32.84495,-33.78072917,-31.90917505
World,OWID_WRL,1/15/1986,-34.12176,-33.8140625,-34.42945832
World,OWID_WRL,10/15/1985,-35.20057,-36.58072917,-33.82041015
World,OWID_WRL,7/15/1985,-35.00677,-36.98072917,-33.03281913
World,OWID_WRL,4/15/1985,-35.50844,-35.2140625,-35.80281479
World,OWID_WRL,1/15/1985,-33.6156,-31.68072917,-35.55047791
World,OWID_WRL,10/15/1984,-27.78992,-24.8140625,-30.76577436
World,OWID_WRL,7/15/1984,-25.04278,-21.7140625,-28.37149093
World,OWID_WRL,4/15/1984,-27.57409,-25.04739583,-30.10078006
World,OWID_WRL,1/15/1984,-31.57944,-30.48072917,-32.67814249
World,OWID_WRL,10/15/1983,-32.07189,-30.64739583,-33.49638991
World,OWID_WRL,7/15/1983,-27.12332,-22.28072917,-31.96590356
World,OWID_WRL,4/15/1983,-23.20008,-18.6140625,-27.78608947
World,OWID_WRL,1/15/1983,-24.03743,-23.54739583,-24.52746798
World,OWID_WRL,10/15/1982,-26.99358,-28.6140625,-25.37309087
World,OWID_WRL,7/15/1982,-33.78492,-37.88072917,-29.6891142
World,OWID_WRL,4/15/1982,-34.04954,-35.3140625,-32.7850235
World,OWID_WRL,1/15/1982,-30.79048,-30.2140625,-31.36688839
World,OWID_WRL,10/15/1981,-27.93232,-25.9140625,-29.95058354
World,OWID_WRL,7/15/1981,-28.66032,-25.98072917,-31.33990185
World,OWID_WRL,4/15/1981,-28.62912,-26.8140625,-30.44417076
World,OWID_WRL,1/15/1981,-30.47303,-31.08072917,-29.86532757
World,OWID_WRL,10/15/1980,-38.29846,-40.98072917,-35.61619887
World,OWID_WRL,7/15/1980,-41.42697,-41.88072917,-40.97321911
World,OWID_WRL,4/15/1980,-40.11137,-38.9140625,-41.30867868
World,OWID_WRL,1/15/1980,-39.62568,-37.68072917,-41.57064016
World,OWID_WRL,10/15/1979,-42.4946,-39.38072917,-45.60846658
World,OWID_WRL,7/15/1979,-48.35037,-46.8140625,-49.88668493
World,OWID_WRL,4/15/1979,-51.85539,-49.38072917,-54.33004753
World,OWID_WRL,1/15/1979,-53.21401,-49.6140625,-56.81395408
World,OWID_WRL,10/15/1978,-47.43206,-42.2140625,-52.65004871
World,OWID_WRL,7/15/1978,-45.392,-41.8140625,-48.96993724
World,OWID_WRL,4/15/1978,-41.87924,-37.34739583,-46.41108087
World,OWID_WRL,1/15/1978,-41.26372,-38.24739583,-44.28004194
World,OWID_WRL,10/15/1977,-45.60521,-45.54739583,-45.66303415
World,OWID_WRL,7/15/1977,-48.46944,-48.5140625,-48.42480912
World,OWID_WRL,4/15/1977,-49.70088,-49.6140625,-49.78768852
World,OWID_WRL,1/15/1977,-44.83496,-44.24739583,-45.42252381
World,OWID_WRL,10/15/1976,-41.39076,-44.4140625,-38.36745777
World,OWID_WRL,7/15/1976,-40.14991,-44.74739583,-35.55243268
World,OWID_WRL,4/15/1976,-43.38576,-46.28072917,-40.49079445
World,OWID_WRL,1/15/1976,-47.44591,-46.68072917,-48.21109592
World,OWID_WRL,10/15/1975,-46.36849,-43.74739583,-48.98959182
World,OWID_WRL,7/15/1975,-44.54439,-45.84739583,-43.24139335
World,OWID_WRL,4/15/1975,-40.25499,-42.9140625,-37.59591851
World,OWID_WRL,1/15/1975,-41.24135,-43.94739583,-38.53531353
World,OWID_WRL,10/15/1974,-44.02791,-46.04739583,-42.00842261
World,OWID_WRL,7/15/1974,-42.41754,-43.18072917,-41.65436059
World,OWID_WRL,4/15/1974,-41.29231,-40.48072917,-42.1038966
World,OWID_WRL,1/15/1974,-44.53938,-40.18072917,-48.89802193
World,OWID_WRL,10/15/1973,-55.99076,-53.18072917,-58.80079956
World,OWID_WRL,7/15/1973,-59.69814,-56.74739583,-62.64887658
World,OWID_WRL,4/15/1973,-57.22708,-56.28072917,-58.17343297
World,OWID_WRL,1/15/1973,-53.00694,-54.68072917,-51.33315709
World,OWID_WRL,10/15/1972,-48.07716,-49.74739583,-46.4069286
World,OWID_WRL,7/15/1972,-43.744,-43.7140625,-43.77394514
World,OWID_WRL,4/15/1972,-48.01152,-47.08072917,-48.94230976
World,OWID_WRL,1/15/1972,-57.45813,-56.5140625,-58.40219895
World,OWID_WRL,10/15/1971,-60.11195,-57.08072917,-63.14317181
World,OWID_WRL,7/15/1971,-61.51765,-60.48072917,-62.5545612
World,OWID_WRL,4/15/1971,-57.29109,-55.34739583,-59.23478119
World,OWID_WRL,1/15/1971,-59.36343,-57.48072917,-61.24613993
World,OWID_WRL,10/15/1970,-64.95967,-62.8140625,-67.10527973
World,OWID_WRL,7/15/1970,-67.80814,-64.74739583,-70.86888759
World,OWID_WRL,4/15/1970,-66.58982,-63.1140625,-70.06557339
World,OWID_WRL,1/15/1970,-61.23975,-61.5140625,-60.96544387
World,OWID_WRL,10/15/1969,-60.3474,-60.34739583,
World,OWID_WRL,7/15/1969,-62.61406,-62.6140625,
World,OWID_WRL,4/15/1969,-60.31406,-60.3140625,
World,OWID_WRL,1/15/1969,-59.71406,-59.7140625,
World,OWID_WRL,10/15/1968,-60.01406,-60.0140625,
World,OWID_WRL,7/15/1968,-72.81406,-72.8140625,
World,OWID_WRL,4/15/1968,-75.48073,-75.48072917,
World,OWID_WRL,1/15/1968,-63.48073,-63.48072917,
World,OWID_WRL,10/15/1967,-63.9474,-63.94739583,
World,OWID_WRL,7/15/1967,-66.4474,-66.44739583,
World,OWID_WRL,4/15/1967,-73.8474,-73.84739583,
World,OWID_WRL,1/15/1967,-72.91406,-72.9140625,
World,OWID_WRL,10/15/1966,-71.68073,-71.68072917,
World,OWID_WRL,7/15/1966,-70.48073,-70.48072917,
World,OWID_WRL,4/15/1966,-70.08073,-70.08072917,
World,OWID_WRL,1/15/1966,-64.28073,-64.28072917,
World,OWID_WRL,10/15/1965,-60.7474,-60.74739583,
World,OWID_WRL,7/15/1965,-66.31406,-66.3140625,
World,OWID_WRL,4/15/1965,-67.0474,-67.04739583,
World,OWID_WRL,1/15/1965,-66.18073,-66.18072917,
World,OWID_WRL,10/15/1964,-73.11406,-73.1140625,
World,OWID_WRL,7/15/1964,-70.98073,-70.98072917,
World,OWID_WRL,4/15/1964,-81.9474,-81.94739583,
World,OWID_WRL,1/15/1964,-77.9474,-77.94739583,
World,OWID_WRL,10/15/1963,-69.01406,-69.0140625,
World,OWID_WRL,7/15/1963,-69.91406,-69.9140625,
World,OWID_WRL,4/15/1963,-65.51406,-65.5140625,
World,OWID_WRL,1/15/1963,-63.88073,-63.88072917,
World,OWID_WRL,10/15/1962,-63.41406,-63.4140625,
World,OWID_WRL,7/15/1962,-68.0474,-68.04739583,
World,OWID_WRL,4/15/1962,-67.61406,-67.6140625,
World,OWID_WRL,1/15/1962,-66.68073,-66.68072917,
World,OWID_WRL,10/15/1961,-65.6474,-65.64739583,
World,OWID_WRL,7/15/1961,-60.7474,-60.74739583,
World,OWID_WRL,4/15/1961,-56.2474,-56.24739583,
World,OWID_WRL,1/15/1961,-60.2474,-60.24739583,
World,OWID_WRL,10/15/1960,-67.58073,-67.58072917,
World,OWID_WRL,7/15/1960,-66.88073,-66.88072917,
World,OWID_WRL,4/15/1960,-66.48073,-66.48072917,
World,OWID_WRL,1/15/1960,-70.38073,-70.38072917,
World,OWID_WRL,10/15/1959,-69.91406,-69.9140625,
World,OWID_WRL,7/15/1959,-70.21406,-70.2140625,
World,OWID_WRL,4/15/1959,-73.11406,-73.1140625,
World,OWID_WRL,1/15/1959,-68.71406,-68.7140625,
World,OWID_WRL,10/15/1958,-68.81406,-68.8140625,
World,OWID_WRL,7/15/1958,-72.91406,-72.9140625,
World,OWID_WRL,4/15/1958,-73.31406,-73.3140625,
World,OWID_WRL,1/15/1958,-72.2474,-72.24739583,
World,OWID_WRL,10/15/1957,-72.8474,-72.84739583,
World,OWID_WRL,7/15/1957,-69.5474,-69.54739583,
World,OWID_WRL,4/15/1957,-70.11406,-70.1140625,
World,OWID_WRL,1/15/1957,-83.01406,-83.0140625,
World,OWID_WRL,10/15/1956,-90.01406,-90.0140625,
World,OWID_WRL,7/15/1956,-86.58073,-86.58072917,
World,OWID_WRL,4/15/1956,-82.38073,-82.38072917,
World,OWID_WRL,1/15/1956,-82.38073,-82.38072917,
World,OWID_WRL,10/15/1955,-81.7474,-81.74739583,
World,OWID_WRL,7/15/1955,-87.4474,-87.44739583,
World,OWID_WRL,4/15/1955,-79.61406,-79.6140625,
World,OWID_WRL,1/15/1955,-72.38073,-72.38072917,
World,OWID_WRL,10/15/1954,-80.81406,-80.8140625,
World,OWID_WRL,7/15/1954,-86.71406,-86.7140625,
World,OWID_WRL,4/15/1954,-81.2474,-81.24739583,
World,OWID_WRL,1/15/1954,-82.18073,-82.18072917,
World,OWID_WRL,10/15/1953,-82.21406,-82.2140625,
World,OWID_WRL,7/15/1953,-75.3474,-75.34739583,
World,OWID_WRL,4/15/1953,-78.28073,-78.28072917,
World,OWID_WRL,1/15/1953,-76.8474,-76.84739583,
World,OWID_WRL,10/15/1952,-79.61406,-79.6140625,
World,OWID_WRL,7/15/1952,-84.48073,-84.48072917,
World,OWID_WRL,4/15/1952,-86.98073,-86.98072917,
World,OWID_WRL,1/15/1952,-85.08073,-85.08072917,
World,OWID_WRL,10/15/1951,-83.9474,-83.94739583,
World,OWID_WRL,7/15/1951,-82.31406,-82.3140625,
World,OWID_WRL,4/15/1951,-74.01406,-74.0140625,
World,OWID_WRL,1/15/1951,-82.01406,-82.0140625,
World,OWID_WRL,10/15/1950,-87.61406,-87.6140625,
World,OWID_WRL,7/15/1950,-91.4474,-91.44739583,
World,OWID_WRL,4/15/1950,-92.2474,-92.24739583,
World,OWID_WRL,1/15/1950,-92.28073,-92.28072917,
World,OWID_WRL,10/15/1949,-93.68073,-93.68072917,
World,OWID_WRL,7/15/1949,-95.41406,-95.4140625,
World,OWID_WRL,4/15/1949,-92.5474,-92.54739583,
World,OWID_WRL,1/15/1949,-87.31406,-87.3140625,
World,OWID_WRL,10/15/1948,-90.8474,-90.84739583,
World,OWID_WRL,7/15/1948,-91.81406,-91.8140625,
World,OWID_WRL,4/15/1948,-92.98073,-92.98072917,
World,OWID_WRL,1/15/1948,-87.3474,-87.34739583,
World,OWID_WRL,10/15/1947,-86.8474,-86.84739583,
World,OWID_WRL,7/15/1947,-97.4474,-97.44739583,
World,OWID_WRL,4/15/1947,-101.7474,-101.7473958,
World,OWID_WRL,1/15/1947,-104.28073,-104.2807292,
World,OWID_WRL,10/15/1946,-101.01406,-101.0140625,
World,OWID_WRL,7/15/1946,-92.68073,-92.68072917,
World,OWID_WRL,4/15/1946,-98.68073,-98.68072917,
World,OWID_WRL,1/15/1946,-103.5474,-103.5473958,
World,OWID_WRL,10/15/1945,-108.4474,-108.4473958,
World,OWID_WRL,7/15/1945,-104.4474,-104.4473958,
World,OWID_WRL,4/15/1945,-107.01406,-107.0140625,
World,OWID_WRL,1/15/1945,-107.6474,-107.6473958,
World,OWID_WRL,10/15/1944,-112.88073,-112.8807292,
World,OWID_WRL,7/15/1944,-116.9474,-116.9473958,
World,OWID_WRL,4/15/1944,-102.81406,-102.8140625,
World,OWID_WRL,1/15/1944,-105.2474,-105.2473958,
World,OWID_WRL,10/15/1943,-107.98073,-107.9807292,
World,OWID_WRL,7/15/1943,-104.01406,-104.0140625,
World,OWID_WRL,4/15/1943,-98.51406,-98.5140625,
World,OWID_WRL,1/15/1943,-97.88073,-97.88072917,
World,OWID_WRL,10/15/1942,-97.0474,-97.04739583,
World,OWID_WRL,7/15/1942,-101.4474,-101.4473958,
World,OWID_WRL,4/15/1942,-108.3474,-108.3473958,
World,OWID_WRL,1/15/1942,-107.2474,-107.2473958,
World,OWID_WRL,10/15/1941,-101.48073,-101.4807292,
World,OWID_WRL,7/15/1941,-100.7474,-100.7473958,
World,OWID_WRL,4/15/1941,-103.41406,-103.4140625,
World,OWID_WRL,1/15/1941,-106.01406,-106.0140625,
World,OWID_WRL,10/15/1940,-111.18073,-111.1807292,
World,OWID_WRL,7/15/1940,-121.68073,-121.6807292,
World,OWID_WRL,4/15/1940,-117.48073,-117.4807292,
World,OWID_WRL,1/15/1940,-111.91406,-111.9140625,
World,OWID_WRL,10/15/1939,-112.01406,-112.0140625,
World,OWID_WRL,7/15/1939,-101.48073,-101.4807292,
World,OWID_WRL,4/15/1939,-111.5474,-111.5473958,
World,OWID_WRL,1/15/1939,-114.58073,-114.5807292,
World,OWID_WRL,10/15/1938,-115.1474,-115.1473958,
World,OWID_WRL,7/15/1938,-121.5474,-121.5473958,
World,OWID_WRL,4/15/1938,-112.11406,-112.1140625,
World,OWID_WRL,1/15/1938,-110.91406,-110.9140625,
World,OWID_WRL,10/15/1937,-115.8474,-115.8473958,
World,OWID_WRL,7/15/1937,-119.88073,-119.8807292,
World,OWID_WRL,4/15/1937,-117.5474,-117.5473958,
World,OWID_WRL,1/15/1937,-119.71406,-119.7140625,
World,OWID_WRL,10/15/1936,-124.08073,-124.0807292,
World,OWID_WRL,7/15/1936,-124.81406,-124.8140625,
World,OWID_WRL,4/15/1936,-124.9474,-124.9473958,
World,OWID_WRL,1/15/1936,-120.51406,-120.5140625,
World,OWID_WRL,10/15/1935,-123.7474,-123.7473958,
World,OWID_WRL,7/15/1935,-118.1474,-118.1473958,
World,OWID_WRL,4/15/1935,-116.11406,-116.1140625,
World,OWID_WRL,1/15/1935,-119.3474,-119.3473958,
World,OWID_WRL,10/15/1934,-128.5474,-128.5473958,
